UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
427,45735,"L.A., CA",12-03-2020,"You know how every post-apocalyptic novel has a flashback where the narrator realizes poo is about to hit fan, so they rush out to stock up on food, but everyone else has had the same idea so there's not much left to buy? Ladies and gentlemen, Trader Joe's. #coronavirus #COVID19 https://t.co/7BooASkhq5",Negative
428,45736,"Los Angeles, CA",12-03-2020,"#Coronavirus has to stuck inside the house (online shopping)? If you're looking at #Rothys, the most comfortable shoes ever, use my Discount code to get $20 off your first pair! https://t.co/rkBhVi4tLu #Rothysdiscount #rothyscode #rothyscoupon #Rothy #rothycode #onlineshopping",Positive
429,45737,Toronto area,12-03-2020,Remember not everyone can afford to stock pile months of food and toilet paper. Be sensitive to those who live pay-check to pay-check #Covid_19,Negative
430,45738,,12-03-2020,"Just stopped by the grocery store.  I half expected to see Rick Grimes riding a horse down aisle 9.

#CoronavirusPandemic #Covid_19 
#WalkingDead https://t.co/asPyS8T5uP",Negative
431,45739,"Wakefield, UK",12-03-2020,"I have lung disease and take immunosuppressants for my Crohns. If I catch Covid-19 I'm screwed. So, tbh, the person who made a comment towards me in the supermarket, just because I quite rightly wore a mask, can jog on quite frankly. #Covid_19",Negative
432,45740,"New York, NY",12-03-2020,"Avoid gatherings of more than 500 people...so i shouldnt go to the grocery store ????

#CoronavirusPandemic #Covid_19 #nyc #comedy #LNSM @NYCMayor @NYGovCuomo #comedycell #tamronhallshow @tamronhall @TamronHallShow #warmupcomedian",Negative
433,45741,Hogwarts,12-03-2020,@kroger @Walmart do you happen to have any step-by-step instructions for creating a web account and ordering groceries online? I live in a community of older folks and I think online shopping would be immensely helpful but a lot of them have never done th,Positive
434,45742,World Traveler,12-03-2020,"I just checked my surgical mask stash:
I have 55 3-ply surgical masks for myself.
Now I see bulk prices are 20x higher than usual- but still considered cheap. In fact, 20x is the cheapest.
You can pay 45x more per mask- even up to 200x.
#WuhanVirus #CoronavirusPandemic #Covid_19",Negative
435,45747,Ireland ,12-03-2020,"This is a clip that challenges road behaviour and compares it with a similar behaviour in a supermarket.

With some of the behaviour I witnessed at some supermarkets today, maybe this ad might need a rethink?

Folks..please calm down!
There is no shortage of goods atm!
#Covid_19 https://t.co/0155PM02AV",Positive
436,45749,"Texas, USA",12-03-2020,Toilet paper shelf right now at grocery store. SMH #Covid_19 https://t.co/3gYVfc5tvi,Negative
437,45750,England,12-03-2020,"Everywhere is going into lockdown it seems. If people weren't stock piling food before, they certainly will now, due to fear it will happen here in UK soon. #coronavirus",Negative
438,45751,"Barcelona, Spain",12-03-2020,My local grocery store. This is nuts. #Covid_19 https://t.co/D3hj0eAnxQ,Negative
439,45752,"San Francisco, CA",12-03-2020,"Italy is on lockdown, and officials here in the US say that we may be about 2 weeks behind. A lockdown could be a reality for us here in the US if the #Coronavirus isn't contained. On that note, if you haven't already... be sure to stock up on enough food to last a couple weeks.",Positive
440,45753,Riga,12-03-2020,"4) state institutions encouraged to give services via email/phone when possible; 5) people who have been in Covid 19 countries asked to self-evaluate, self-carantine, not use public transport, use online shopping or go to places late in evening with mask and 2m from other people",Positive
441,45754,"Dublin, Ireland ",12-03-2020,Check on your elderly neighbours and relatives who wont be able to stand in the massive supermarket queues ?? #Covid_19,Positive
442,45755,,12-03-2020,Im not actually that worried about COVID-19...Other note. Huge shout-out to all my fellow retail employees who dont have the option to work from home and have to clean up the store AFTER all the guests have touched everything in their panic to stock up,Positive
443,45760,"Scotland, United Kingdom",12-03-2020,"@JeremyVineOn5 @DrChrisSmith @DrSarahJarvis When are people who have been diagnosed positive #COVID19 most #infectious to others? How long will they continue to be infectious to others?

How long does #coronovirus live on surfaces &amp; clothing?
",Positive
444,45761,New York City,12-03-2020,"I cut out a roll of toilet paper from a pack at the grocery store, rolled it into a crowd of shoppers, &amp; yelled ""last one"" as a joke. 
Never have I seen such horror...
#CoronavirusPandemic #Covid_19 #CoronaVirus #WuhanCoronavirus",Negative
445,45762,"Brighton, England",12-03-2020,panic buying at the supermarket today #Covid_19 #panickbuyinguk https://t.co/pI5kCs3OlE,Negative
446,45763,"California, USA",12-03-2020,"Just stopped by Trader Joe's to stock up before they shut my kids school down. Packed and operating efficiently. I'm not buying food from anyone that doesn't give people who handle food paid sick leave. Institutional change is part of a plan...#COVID2019 

https://t.co/5a9B2x8m0Q",Negative
447,45764,"Tulalip, WA",12-03-2020,"The NY Fed is injecting $500 billion in short-term funding. Sounds calming, but monetary policy isnt going to work this time.

We need investor/consumer mindsets to change surrounding #Covid_19 Thats the only thing that halts this downtrend. 

https://t.co/VfXXOGwzKq",Positive
448,45765,,12-03-2020,"Ive read posts about the COVID-19 saying to stock up on food, to take all your money in the bank out, and other extremes. That scares me.",Negative
449,45767,The moon,12-03-2020,We shoulda boycotted thre airline prices a long time ago #Covid_19,Negative
450,45768,"agloe, ny",12-03-2020,"Almost every hour, there is a COVID-19 update. People are literally panic buying. Ubos ang alcohol sa hypermarket sa may centris. I was sent home because of my colds. May nagbabantang lockdown sa mga ibang lugar. There's just a lot going on.",Negative
451,45771,"California, USA",12-03-2020,"Oh yeah, sure, gas prices are gonna go down....but getting the CoronaVirus is so much less concerning.? #CovidDon #Covid_19 #TrumpCrash #TrumpIsAMoron #TrumpIsAnIdiot",Positive
452,45772,Bangalore,12-03-2020,"All these years, ppl looked at me like a freak for using hand sanitizer after trvling in bus/metro,washing hands aftr reaching office. 
Today, it's been set as a norm!
The spices/turmeric in our food were never only for taste, continue with'em.
Don't panic,Be Hygienic!
#Covid_19",Positive
453,45773,,12-03-2020,"Omg corona virus let's all go sit in line together at the grocery store to buy supplies and all touch the same cash registers n shit. So clever. 
#coronavirus #Covid_19 #COVID19 
#society",Positive
454,45774,"Lewisham, London",12-03-2020,"Looks like #Covid_19 could start killing off gig economy platforms. The likes of Uber are loaded up with debt and their share prices are taking a hammering.

Could the government respond by employing their workers to provide transport and deliveries to the most vulnerable?",Negative
455,45777,Earth,12-03-2020,PM will be addressing the nation at 8pm later. Do not panic though. Do not wipe out the supermarket again.  #Covid_19,Positive
456,45778,"Waterford, Ireland",12-03-2020,"QUARANTINE DIARY

Day 1: I have stocked up on enough non-perishable food and supplies to last me for months, maybe years, so that I can remain in isolation for as long as it takes to see out this pandemic

Day 1 + 45 minutes: I am in the supermarket because I wanted a Twix",Negative
457,45782,"Boise, ID",12-03-2020,"Hey, bee smart! Avoid the corona virus by shopping online ... Buy some socks! https://t.co/UAgPoGJbQL

#sockfetish #sockfetishsocks #socks #coronavirus #beesafe #shoplocal #supportsmallbusiness #buylocalboise https://t.co/huBK37KoMa",Positive
458,45785,"Leicester, England",12-03-2020,"@BillyPTSD @martinsmith02 @HumphreysHope With harm reduction, emergency accommodation, specialised medical care and services working collectively to stock pile food and emergency medication supplies in good time for the inevitable #Covid_19 spike in the U",Negative
459,45786,"Spokane, WA",12-03-2020,"I sent my mom to get a huge amount of groceries. She says grocery store was busy. Cleaning product shelves empty. Toilet paper shelves empty. She bought Kleenex and paper towels. Says frozen food area has some low stock. 

Stay calm everyone. Stay smart. Prepare. #COVID2019",Positive
460,45788,Between pages of great ???,12-03-2020,"#COVID19 #CoronaVirus declared #Pandemic by #WHO. If you are #Disabled, have a #ChronicIllness or are #ImmuneCompromised don't panic, please stay informed, practice medical handwashing, consider social distancing, &amp; stock up on meds &amp; food if possible.

https://t.co/grJ5yYTQWS",Negative
461,45790,"Beijing, China",12-03-2020,"Shopping for groceries, playing a Nintendo Wii, taking online courses???

A 23-year-old part-time vlogger/full-time student from Norway, who attends @PKU1898, is recording his daily life amid the novel #coronavirus epidemic.? [Photo/Xinhua] #SpotlightBeijing https://t.co/tEUgjLti05",Positive
462,45791,Youngstown OH,12-03-2020,"Seeing so many people at the supermarket today stocking up on so much makes me wonder how much is gonna be wasted before this blows over...

#CoronavirusPandemic 
#Covid_19",Negative
463,45792,"Lubbock, TX",12-03-2020,The TP section at my local grocery store. All of the food and drink aisles are perfectly normal and fully stocked. I am very confused about this #ToiletPaperApocalypse #Covid_19 https://t.co/0NYGaZtP9J,Positive
464,45798,Horse Country ? Virginia,12-03-2020,"Who knew!

#COVID2019

Household Products That Destroy Novel Coronavirus - Consumer Reports https://t.co/hZSjz6Sts9",Negative
465,45799,North Lincolnshire,12-03-2020,@Tesco Is it time to temporarily reintroduce bags for home delivery? It would help minimise contact between driver and customer.  Especially as many vulnerable people will be doing all their shopping online. #onlineshopping #coronavirus,Positive
466,45802,,12-03-2020,"if you live in a heavily COVID-19 affected area and cannot afford to stock up on things or lost your work study/job due to closings, message me your venmo @ and I will send you $100 to buy food/supplies no questions asked! I can only help the first 10 people",Negative
467,45804,Earth,12-03-2020,"Online gaming, internet shopping and book sales are booming. If you too are self-imposing isolation @guardian has published #Coronavirus reading list: joyful books for dark, lonely times https://t.co/Od7hRxKriH",Negative
468,45805,New York City,12-03-2020,"The people telling us to stock up on 2+ weeks worth of food, toilet paper, and medicine, clearly dont live pay-check-paycheck.
#coronavirus #CoronavirusPandemic #COVID19",Positive
